# Hid              Name                RA(HHMMSS)    R.A.(deg)            eR(SS)   Dec(DDMMSS)   Dec.(deg)       eD(SS)   Vel_HI   eV   W50   eW50   W20   eW20   PkFlux   ePkF   TotFlux   eTotF   MHI                  eMHI                   SNpeak   SNtot   rms   flag   specObjID             plateID               fiberID   mjd     ra          dec         z             zErr          Vel_SDSS   NOC_Spz   2nd_OC_specObjID      A_W20     A_W20_err   W20_center   aa_snr               V_NED   V_NED_e   RA_NED   RA_NED_e   DEC_NED   DEC_NED_e   potOC                        A_W50     A_W50_err  
  J115042+211138   A1367_fr1_018_VB    11:50:42.86   177.6785694441111    0.9      21:11:38.56   21.1940444444   12       14984    5    202   9      219   14     3.8      0.6    0.296     0.07    9.49                 0.13960083375826743    6.4      2.3     0.6   0      2827156721443563520   2827134731211008000   80        53882   177.68334   21.184387   0.05040554    1.559774E-5   15111      1         -1                    2.22761   0.28034     14984.0      7.761573564839816    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         2.53715   0.34223    
  J113616+203125   A1367_fr2_156_VB    11:36:16.39   174.0682777781111    1.6      20:31:25.90   20.5238611111   12       6454     6    688   12     712   19     3.8      0.7    1.041     0.152   9.325458684918367    0.10085283446518356    5.4      2.0     0.7   0      2817146497705994240   2817001637049034752   527       54180   174.08329   20.521775   0.02137157    9.067537E-6   6407       1         -1                    1.35131   0.12018     6454.0       9.666722444257813    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.32007   0.11765    
  J114452+194623   A1367_fr2_033_VB    11:44:52.89   176.2203611111111    0.7      19:46:23.32   19.7731444444   10       8243     7    305   15     447   22     10.4     1.0    2.094     0.171   9.628984632750655    0.07285442735839902    13.0     5.6     0.8   4      2824933239053903872   2824882936396933120   183       54180   176.22857   19.776473   0.02741732    1.206147E-5   8219       1         -1                    1.54202   0.09559     8243.0       33.513653322435516   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.41071   0.09243    
  J115358+203343   A1367_fr2_061_VB    11:53:58.03   178.4917777781111    0.9      20:33:43.83   20.562175       16       6847     6    457   12     514   17     8.7      1.0    1.775     0.18    9.557206312798943    0.08144794903494282    9.7      3.8     0.9   2,4    2831778798448437248   2831638335837988864   511       54180   178.49867   20.572535   0.02256229    1.010363E-5   6764       2         2831777149180995584   2.25917   0.06156     6847.0       19.29988164387127    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         2.86933   0.06073    
  J113625+194823   A1367_fr2_121_VB    11:36:25.00   174.104166667        0.8      19:48:23.09   19.8066388889   27       6647     8    186   16     241   24     4.5      0.7    0.66      0.112   9.1275518909497      0.11136922299785647    6.5      3.6     0.7   4      2817155293799016448   2817001637049034752   559       54180   174.1183    19.811439   0.02215527    6.965778E-6   6641       1         -1                    1.37419   0.06451     6647.0       15.458751843478895   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.09804   0.07479    
  J113852+205504   A1367_fr1_067_VB    11:38:52.16   174.7173194441111    2.0      20:55:04.81   20.9180027778   13       10992    5    390   10     400   15     3.2      0.7    0.427     0.106   9.38                 0.14480859386159226    4.5      1.5     0.7   0      2819254536357570560   2819253436845942784   4         54179   174.7161    20.918857   0.03657683    1.287438E-5   10965      1         -1                    1.12364   0.1634      10992.0      6.906889908282036    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.13815   0.16621    
  J113911+202539   A1367_fr2_058_VB    11:39:11.10   174.7962361111111    2.5      20:25:39.06   20.4275166667   11       7736     10   474   21     534   31     3.7      0.7    0.589     0.116   9.078123250194933    0.12327176743583475    5.2      1.5     0.7   0      2821616837089847296   2821505236659628032   406       54179   174.81748   20.427644   0.02581372    7.507503E-6   7738       1         -1                    1.2954    0.18028     7736.0       7.938782632594191    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.33046   0.18505    
  J114555+210134   A1367_fr2_168_VB    11:45:55.18   176.4799027781111    0.7      21:01:34.97   21.0263805556   10       6759     2    181   3      199   5      24.5     1.5    3.079     0.208   9.79641764431103     0.06625150900453404    30.6     13.7    0.8   0      2824982167321339904   2824882936396933120   361       54180   176.48159   21.025519   0.02245286    9.529731E-6   6731       1         -1                    1.05579   0.02992     6759.0       63.96838947104527    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.10578   0.02943    
  J114753+190914   A1367_fr1_063_VB    11:47:53.77   176.9740277781111    1.3      19:09:14.36   19.1539888889   12       11217    4    223   9      232   13     3.8      0.8    0.23      0.081   9.13                 0.18982906477630704    4.7      1.3     0.8   0      2824923068571346944   2824882936396933120   146       54180   176.96863   19.155343   0.03754213    1.151E-5      11254      1         -1                    1.95601   0.44861     11217.0      4.304972877942512    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.88377   0.42031    
  J113416+205135   A1367_fr0_004_VB    11:34:16.22   173.56756944411111   0.8      20:51:35.42   20.8598388889   11       18936    2    55    5      71    7      13.1     1.2    0.602     0.103   10.0                 0.11102354752007589    13.1     5.8     1.0   0      2819311161206401024   2819253436845942784   210       54179   173.57541   20.852634   0.06311939    1.917095E-5   18922      1         -1                    1.29447   0.06432     18936.0      18.15098294358137    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.12163   0.08121    
  J115103+214756   A1367_fr2_017_VB    11:51:03.83   177.7659444441111    0.8      21:47:56.16   21.7989333333   11       10312    8    218   15     267   23     5.9      0.9    0.735     0.134   9.56                 0.1164732560868183     6.6      2.9     0.9   0      2827158920466819072   2827134731211008000   88        53882   177.75614   21.795589   0.03433339    1.043904E-5   10292      1         -1                    1.24938   0.13003     10312.0      12.368060044980728   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.34778   0.13861    
  J114153+190214   A1367_fr0_034_VB    11:41:53.36   175.4723194441111    0.9      19:02:14.55   19.037375       22       18682    5    394   9      405   14     6.2      1.2    1.108     0.209   10.26                0.1187729864512629     5.2      2.2     1.2   0      2821550591514273792   2821505236659628032   165       54179   175.47131   19.031327   0.06227974    1.204336E-5   18670      1         -1                    1.14182   0.12592     18682.0      10.40148640078627    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.11928   0.12276    
  J114503+195829   A1367_fr3_027_VB    11:45:03.27   176.2636111111111    0.7      19:58:29.70   19.9749166667   10       5092     2    467   4      495   6      20.6     1.2    6.899     0.288   10.146794100354425   0.055134391602300784   29.5     18.6    0.7   4      2821665215601469440   2821505236659628032   582       54179   176.26618   19.973681   0.01688305    6.580496E-6   5061       1         -1                    1.1944    0.02114     5092.0       94.3813580714044     -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.20287   0.02109    
  J114622+205810   A1367_fr1_014_VB    11:46:22.69   176.59452777811111   0.7      20:58:10.78   20.9696611111   13       14291    7    426   14     458   21     5.2      0.9    1.045     0.168   10.0                 0.1068734678316607     5.8      2.4     0.9   0      2824993987071338496   2824882936396933120   404       54180   176.60099   20.980822   0.04774832    1.240862E-5   14314      1         -1                    1.29706   0.0811      14291.0      12.189311614435475   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.38637   0.07859    
  J114010+204205   A1367_fr1_066_VB    11:40:10.63   175.0442777781111    0.8      20:42:05.72   20.7015888889   11       11009    10   447   21     530   31     4.3      0.7    1.085     0.148   9.79                 0.09666450215508694    6.1      2.8     0.7   0      2821617386845661184   2821505236659628032   408       54179   175.03892   20.699604   0.03667278    8.462396E-6   10994      1         -1                    1.04398   0.08667     11009.0      15.50740655536767    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.0778    0.07965    
  J115319+204509   A1367_fr2_149_VB    11:53:19.69   178.3320277781111    0.7      20:45:09.11   20.7525305556   10       6206     2    393   4      418   7      17.6     1.1    4.824     0.235   9.991415254539925    0.05809799127073385    25.1     14.2    0.7   0      2831738116518209536   2831638335837988864   363       54180   178.33467   20.751718   0.02070051    1.024819E-5   6205       1         -1                    1.12937   0.02575     6206.0       77.73166782324279    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.14459   0.02582    
  J114529+204050   A1367_fr0_003_VB    11:45:29.79   176.3741111111111    0.8      20:40:50.42   20.6806722222   11       18209    5    231   10     263   16     6.2      0.9    0.853     0.127   10.12                0.10153104714201654    7.7      3.2     0.8   0      2824986290489944064   2824882936396933120   376       54180   176.37489   20.680185   0.06068638    1.821388E-5   18193      1         -1                    1.07214   0.07965     18209.0      15.68693353265732    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.00854   0.08409    
  J115349+194508   A1367_fr1_047_VB    11:53:49.75   178.4572777781111    1.2      19:45:08.32   19.7523111111   12       12046    6    449   12     499   18     6.0      0.8    1.461     0.15    10.0                 0.08166692058497203    8.6      3.9     0.7   0      2831691937029842944   2831638335837988864   195       54180   178.45967   19.750486   0.04009914    1.036604E-5   12021      1         -1                    1.12383   0.05842     12046.0      20.788388896768648   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.12703   0.0585     
